user_id,dep_var,gender,age,var_geo
78278394587,1,1,1,6
50935517772,1,1,0,81
91509762955,1,0,3,34
18320840607,1,1,3,23
55982338057,0,0,3,10
56632149977,0,1,0,8
58400690020,0,1,2,39
23855560745,1,1,3,35
99049448589,1,1,0,40
33853180643,0,0,3,22
59404141173,1,0,0,50
72356635541,0,1,3,66
20397395176,1,1,1,45
63155462336,1,0,3,12
81583858666,0,1,2,32
88625801895,1,0,3,50
29983059966,0,1,0,51
95841343296,1,1,1,64
55182154927,0,0,1,15
94963781322,0,0,3,52
36338411024,0,1,3,9
67618426169,1,0,2,73
20451169289,1,1,1,14
19140424347,0,1,0,4
79757969454,1,1,3,45
5275082487,0,0,3,13
66484771280,1,0,2,46
32747102220,0,0,1,55
69096777,0,1,3,20
75354273500,0,0,1,41
530738196,1,1,2,8
42171687592,1,0,0,23
70803834202,0,0,3,45
39468222002,1,1,0,62
4326818521,0,1,3,15
7382891832,1,0,2,14
71020174209,1,0,0,50
88067074825,1,1,0,66
58161578084,0,1,0,61
22155732285,0,1,1,32
71611739474,0,0,0,16
70695161713,1,0,3,13
21525160100,1,1,3,49
38581039160,1,1,0,34
80582054447,0,0,1,13
27299773952,0,1,2,55
28120141090,0,0,2,28
32695899989,0,1,1,68
81295718660,0,1,1,5
58779421132,0,0,2,15
31975504984,0,0,1,24
36245706953,0,1,3,60
25632823617,1,0,1,21
91714769115,1,0,3,23
25923738258,1,1,0,56
39640943175,0,0,2,59
78795886075,0,0,0,38
59717472108,0,1,1,65
16475483789,0,0,2,28
69749567732,1,0,0,42
96974547646,1,0,2,14
54117674304,1,1,3,28
33358769311,1,1,0,18
94195759340,0,1,3,7
8792628398,0,0,0,36
90690174340,1,1,2,12
65254050144,1,0,0,25
3189990953,0,1,1,46
37719938896,0,0,0,4
91850160423,0,1,0,20
90555628578,0,0,0,33
83009550691,1,1,1,49
99296321314,1,1,3,56
21857593499,0,0,1,48
19530161156,1,1,1,51
94812411764,1,1,0,12
29461817198,0,1,2,42
61207839831,1,0,2,51
42202386678,1,1,1,47
26181840031,0,0,1,68
14786950345,0,0,1,69
16539336644,1,1,1,5
40674837008,0,1,0,64
69830048019,0,0,3,24
63131682728,1,1,0,16
28796736177,0,1,3,80
54963765237,0,0,2,24
63151596220,1,1,0,42
44886914332,1,0,1,22
72230989237,1,0,0,76
87362415937,0,0,1,31
86010199953,1,1,1,71
81406696231,1,1,0,33
67530411381,1,0,2,52
13920353095,0,1,3,78
61907109144,1,1,2,15
51343838320,1,1,3,57
40106466493,1,1,0,52
77399564499,0,0,1,19
79145916126,1,1,0,14
5326888745,0,1,0,66
37936107565,0,0,3,29
38450618086,0,0,3,27
49769856344,1,0,0,66
57726027417,1,1,1,13
49196766472,0,0,0,53
54269920245,1,1,2,41
4018972371,1,0,1,59
12461316798,1,1,1,29
58262236222,1,1,1,66
75646734947,1,0,1,54
77370643625,1,0,2,42
99212367854,1,1,3,1
13966422001,1,0,3,52
61604078980,0,1,2,32
75964386969,0,0,0,33
7040813578,1,0,0,66
14249307898,0,0,2,59
33074548841,1,0,2,32
38783612408,0,0,1,70
93549709894,1,0,1,57
59341058488,0,0,2,8
48103791772,0,0,0,18
33356643320,1,1,2,33
1932147324,0,0,3,49
6725770927,1,0,2,19
44739842184,1,0,2,44
86591717050,1,1,2,71
88882138566,1,0,3,23
25207707059,1,1,0,58
37304440465,0,1,0,32
44363162399,0,0,2,19
77189662472,1,1,2,33
82243728168,0,0,2,16
43666536522,1,1,0,26
35234361844,0,1,1,68
47750802739,1,1,3,63
71109091884,1,1,2,28
50619133875,0,1,0,42
68677252984,0,1,0,20
99805940110,0,0,3,59
99539138258,1,1,3,48
55419867291,1,0,2,27
48740839442,0,0,0,36
21430560560,1,0,1,62
75072785806,1,1,3,26
94644538399,1,0,0,35
47546032711,1,1,2,42
14459845396,0,0,3,36
52702876484,0,1,1,69
35553185107,0,0,1,26
70868140202,0,0,0,54
62036332270,1,0,3,26
61703919017,0,1,2,16
94878756613,0,0,3,77
46963220876,0,1,3,69
91073157222,1,1,1,37
87978650733,1,0,1,8
47357304937,0,1,0,57
23015753311,0,0,0,5
72093152439,1,0,1,22
28258508288,1,1,3,31
54621300094,1,0,3,32
97222365685,0,0,2,69
37025375031,0,0,3,19
45915435373,1,1,0,45
83923689033,0,1,3,23
68844334295,1,0,3,33
98053237059,0,1,1,49
34172774355,1,1,2,60
65785293856,0,1,0,62
19758886252,0,1,3,32
99466902275,1,1,2,20
79678225481,0,1,0,23
9247688895,0,0,2,64
76868067907,0,1,0,37
74236661988,0,1,2,61
42981659596,1,0,1,53
30040287852,0,1,2,71
96270410029,0,1,3,72
9692363033,0,1,1,33
82558771242,0,0,3,51
85442386640,1,1,1,4
6600495,1,0,3,63
69792518646,1,1,3,15
54873792884,0,1,0,5
34036449790,0,1,2,27
404902888,0,1,0,81
45389244739,0,1,2,64
28076419077,1,0,1,80
59537902799,0,1,1,4
72618330919,0,1,0,66
91599424039,0,0,1,53
20754391042,0,0,0,26
32379458460,1,0,0,66
97109174029,0,0,0,17
93578637684,1,0,1,10
52860657495,0,0,1,8
25836522425,0,0,3,1
84741534459,0,0,3,77
14699688591,1,1,3,9
22437844790,0,1,0,62
62595452808,0,1,2,38
88053623124,1,0,1,78
58910233473,0,0,2,24
24561253266,1,1,0,2
33803265675,0,0,1,55
38407125054,0,0,1,57
63113025935,0,1,0,20
29140118149,1,1,2,54
66264351512,1,0,2,3
55884044436,1,1,1,33
69499963340,1,0,1,7
40707494580,1,1,2,74
94802891827,0,1,0,79
572063705,1,0,1,76
50437058795,1,0,2,17
81092336952,1,1,1,76
41437403704,1,1,3,39
55128070600,0,1,0,75
49987351367,1,0,3,23
27249552454,1,1,1,62
31613015252,1,0,0,46
17948075311,0,1,1,16
68894566383,0,0,1,8
1083124274,0,1,0,44
84276971390,1,1,3,15
78290294632,1,1,2,58
71730646602,1,1,0,44
83902947807,0,1,2,51
44921869319,0,1,3,77
6851930547,0,1,1,45
33192136813,0,1,3,2
36408036756,0,1,3,27
20118485530,0,0,0,52
92654952413,1,1,0,18
88171011895,0,1,1,78
79233030370,0,1,3,51
43536793223,1,1,0,6
6083917310,0,1,2,20
31677379650,1,0,0,20
65807747872,0,0,1,79
26169235300,1,1,1,23
40619763545,1,1,3,55
99447194133,0,0,2,73
90488756086,1,1,3,43
49478399231,0,0,0,78
54827213428,1,1,2,75
58673104064,0,1,3,25
40506695423,1,1,3,17
66008440973,1,1,1,51
92407391232,1,1,2,43
8700026737,1,1,1,7
19502094994,0,0,3,28
95714857355,1,1,3,27
43150663010,1,1,1,59
19806026780,1,0,3,34
98209790776,1,1,2,63
39635427495,1,0,0,7
97088423368,1,1,0,29
76828573058,1,0,3,67
32316546663,0,1,2,36
16911374350,1,0,2,43
85801686866,0,1,1,49
68854197246,1,0,1,23
4925634928,1,0,0,51
33742714382,0,1,1,40
68464714704,1,0,3,66
39605831521,1,0,2,36
38543139540,0,0,3,56
83176567028,1,0,1,78
41877500707,1,1,0,62
59741037225,1,0,2,44
9908746340,1,0,0,38
4328176401,1,0,0,75
42494589828,1,0,3,51
32846689360,0,0,2,18
72376667464,1,0,1,21
40078905049,1,1,2,28
47948213359,0,0,2,54
5395230407,1,0,1,16
20074856413,1,0,3,61
61416624295,0,1,2,38
52663344846,1,1,3,60
61435165085,0,1,0,12
9238699240,0,0,0,20
95796672210,0,0,1,49
15713820138,0,0,2,77
34297821969,0,0,2,72
37225874370,0,0,2,14
78774992068,1,0,0,36
93653824077,0,1,3,61
55295068950,1,1,0,56
84214401494,1,0,1,47
38190077231,0,1,2,28
89800941955,0,0,1,42
13605527346,0,1,0,39
9500877093,1,1,0,14
18487714465,1,0,1,45
28248972760,1,0,3,76
4838986314,0,0,0,71
31930327711,0,1,1,35
66126720878,0,1,3,29
73340564416,0,1,0,53
71096659705,0,0,3,73
80882109882,0,0,1,25
12346350700,0,0,3,26
75886556796,0,1,3,39
7816037453,0,0,0,36
85528478265,0,0,1,39
46284823701,1,0,2,7
74167195621,1,1,2,10
97352261924,1,1,2,77
46314966143,0,0,1,33
92845827339,0,1,0,57
91764447138,1,1,1,75
46163640230,1,0,3,28
59684207484,0,1,2,46
68233122126,0,1,2,22
62916316295,0,0,3,18
66280145938,0,0,1,40
14665346345,1,0,2,15
36537571444,0,0,2,78
18103227798,0,1,2,37
67656994645,0,1,1,23
87648429008,1,0,1,72
71780705210,0,0,1,48
72657129049,0,0,1,12
14606644388,0,1,1,16
62103872459,1,0,0,73
9573267519,1,0,0,65
48308208332,1,0,2,9
89325314792,0,0,2,2
88675901013,0,0,2,20
14897211043,0,1,1,43
79804176679,1,1,1,79
18146401151,0,1,3,18
53648489281,1,1,2,32
40273451330,1,0,0,17
1243654273,0,1,3,36
57188689668,0,0,2,34
39674335397,1,0,0,52
39300603997,0,1,0,65
12857746342,0,1,3,58
43934209386,1,1,0,6
93992190419,1,0,2,17
2584596594,0,1,1,42
38605697558,0,1,2,81
75958466971,1,1,3,52
6618487079,0,0,3,78
45305441045,1,1,0,29
20866186418,1,0,2,27
23737807544,0,0,3,63
86507673886,0,1,0,24
90854092582,1,1,3,22
30837398556,1,0,3,37
63363008111,0,0,0,23
49191188674,0,1,1,60
88271916146,1,0,0,57
57807845005,1,0,0,32
2756590495,1,0,3,67
80920019599,1,0,2,52
74372425481,0,1,2,37
10192675383,0,0,3,7
173401205,1,0,3,19
24825538367,0,0,0,15
68795148728,1,1,2,10
36067108713,0,0,3,25
88013363016,0,1,1,3
72309016655,1,1,0,55
73983249372,0,1,0,57
66575332012,0,0,2,59
33577660527,1,1,3,77
14446280128,0,0,3,30
36505707442,1,1,1,10
80030843867,0,0,0,77
67843653870,1,1,1,26
97507726952,0,0,3,17
34710656093,0,1,1,46
61520875718,1,1,3,6
79147003003,0,1,1,54
64937894525,0,1,1,50
32944514566,0,0,2,62
78085127027,1,1,1,2
30806457326,0,1,1,79
49560952983,1,0,0,12
27654666168,0,1,2,51
18857356308,1,0,0,64
64608984663,1,1,1,63
51960655340,1,1,1,8
8299876603,0,0,2,14
74377616775,0,1,0,64
74485539659,1,0,3,41
14179718150,1,1,2,49
7015494245,1,0,1,20
20788615397,0,1,3,73
13297933689,1,1,0,60
21610674888,1,1,0,3
75274570658,0,0,0,47
89210905090,0,0,1,60
91407121787,0,0,0,23
2377911655,1,1,3,64
13442891456,1,1,2,69
23066725763,0,0,3,34
92525894245,0,1,3,28
94019876302,0,0,3,68
88544800735,0,1,0,7
15625284320,1,1,1,24
70821157475,0,1,3,2
61774264267,1,1,3,21
26753468220,1,0,0,49
62612454878,1,1,3,54
78872737681,1,1,2,33
74518294615,1,1,0,26
68204260029,0,0,0,80
38509172359,1,1,3,34
25601587585,1,0,0,15
19395848446,0,1,1,52
37112309904,1,1,3,57
82124815271,1,0,3,13
12734036517,0,0,2,37
25354711377,1,0,2,78
85350388034,0,1,0,57
50634279038,0,0,3,37
97563409978,0,0,2,43
19980754400,1,1,2,50
65482616451,0,1,3,20
10805846012,1,0,3,15
37085643014,1,0,1,77
85800272896,1,1,0,32
70265951205,1,0,0,18
25787422040,0,0,1,34
19573044786,0,1,2,29
12508479751,1,1,1,14
3081147977,1,0,0,19
9304610341,0,0,2,15
40202343196,0,0,3,41
93129765281,0,0,0,10
16915629463,0,1,0,74
25414044506,0,1,0,60
26523843188,1,1,2,65
18634109724,0,1,2,62
78475221879,0,1,0,22
35216746880,0,0,1,49
79025372237,0,0,2,75
63284919397,1,1,3,32
41499337531,0,1,1,37
63001883231,1,1,1,50
62003812912,0,1,1,33
85073203272,0,0,0,44
27574813558,0,1,0,31
78156390951,1,0,2,45
24979541061,0,1,2,55
6688724482,0,0,3,2
9212011019,1,1,1,22
24806914257,1,0,2,1
80463808566,0,0,0,62
87067677837,1,0,1,78
33272783307,0,0,3,75
41732288146,0,1,2,27
98006923010,1,1,1,58
79725804265,1,0,1,72
63601222172,1,1,3,66
74496371077,1,1,0,40
88149748876,1,1,1,54
75637968934,1,0,1,48
14655926012,0,1,2,38
63073628779,1,1,3,44
18888830817,1,0,3,68
67648535069,1,1,0,31
26789279351,0,1,0,6
82731235811,1,0,3,76
37189588879,1,0,2,80
82378621305,1,0,1,65
5786645576,0,1,0,37
50376086209,0,0,2,32
91698052248,1,1,3,31
3295656265,0,0,3,58
80327897980,1,0,1,59
65372239650,1,1,3,62
56019705218,0,0,0,21
39835115395,1,0,3,74
17755690534,1,1,2,81
51167063071,0,1,1,41
81072598901,1,0,3,66
35495021670,0,0,2,3
81967175324,0,1,1,59
25716127212,0,1,3,33
40689070544,1,0,2,32
36166822073,1,0,0,15
57297551935,1,0,0,5
27429035230,0,0,3,18
59881419819,1,0,2,81
99168175200,0,1,3,61
41301419146,0,1,2,69
7652070884,1,1,0,54
3595053604,0,0,2,21
11105021659,0,0,1,25
98752687388,1,0,0,62
55885415849,0,0,1,66
88879868820,1,0,0,54
98264145140,1,0,3,21
57240435393,0,0,2,55
58296947570,1,0,1,41
21297636280,0,0,2,15
61620210242,0,0,1,3
12502841932,1,0,2,59
53360849012,0,1,2,44
36666342460,0,1,2,61
70408567243,0,0,1,44
27776098408,0,1,3,54
14156766413,0,1,3,67
73856060095,0,0,1,28
3604843038,1,0,0,24
13490691756,1,0,1,3
4272754227,1,1,1,10
13937041957,1,0,1,20
35953273899,1,0,2,55
91409796113,0,1,3,6
33808219827,1,0,1,59
10689666634,0,0,3,20
18977473206,1,1,1,21
56086817794,0,1,3,48
47066792822,0,1,0,29
98766472242,1,1,3,27
24792923305,0,0,1,9
33894051211,1,0,2,62
427310257,0,0,1,6
16513884640,1,0,1,66
39983268027,1,0,2,19
80429501710,0,0,2,76
74998475193,1,1,1,40
95016066694,1,1,2,34
33960542565,0,0,2,60
91768326951,0,0,1,49
17267696739,1,1,0,42
65131299863,1,1,0,41
10156799920,0,0,0,50
33463735566,1,0,1,72
14332200193,1,1,1,4
68709594188,1,0,1,29
14631745212,1,0,1,21
31802434602,0,1,2,44
38976669634,0,1,2,11
57676078293,0,1,2,5
63541650010,0,1,0,81
67364763353,0,1,2,80
67832313550,1,1,0,42
87367224745,0,1,3,35
97300692544,0,1,3,7
46384846295,0,1,0,28
6333777218,0,1,0,21
23076591293,1,1,2,6
63096295935,0,0,1,71
13795238412,1,0,3,45
610152233,0,1,1,55
48530280664,0,0,3,33
68718745630,1,0,0,39
7034966616,0,0,1,73
88006556099,1,0,0,57
96365142386,0,0,1,13
82006600276,1,0,3,28
96297941375,0,1,2,79
73744236893,1,0,1,41
37342797668,0,0,0,47
12604872886,1,0,1,24
64245113627,0,0,2,8
82944697369,1,1,2,61
20071370926,0,1,1,13
81615148276,1,1,0,62
83977286667,1,1,2,34
67003902194,1,0,2,59
64112033508,1,0,0,51
2807032832,0,0,3,53
14769328699,1,1,0,9
14267782246,1,1,1,64
80703849521,0,1,3,2
77981529378,0,0,1,2
51168563300,1,0,0,26
64732281763,0,0,0,56
53699278732,1,1,0,22
70999113749,1,0,0,73
39471955545,0,1,1,45
29492683952,0,0,1,80
78006153652,1,1,0,14
44072235319,0,0,3,37
26733561035,0,0,3,20
41380284650,1,0,3,41
88609917606,1,1,3,53
21374743707,1,0,3,38
77822550996,1,0,3,1
39204463642,0,1,2,68
30213313666,1,0,3,34
62068070105,0,1,2,19
49407754671,0,0,1,77
42686016741,1,1,0,37
13647231455,0,0,2,38
66959234173,0,1,3,5
58060522308,0,1,1,51
43631530655,1,0,2,55
17652169999,1,0,0,70
37746832935,0,1,0,44
93553314867,0,0,0,33
81738981927,0,1,2,36
44229011160,1,0,0,19
73282045734,1,0,2,40
7064841106,0,1,0,67
14816148105,0,1,0,65
57645017379,0,1,2,15
62888430421,0,1,2,79
74651865577,0,1,3,62
57418855095,1,1,2,61
67987355843,0,0,2,6
79666453988,0,1,3,38
47977690027,0,1,2,44
66251726843,0,1,3,37
1085790023,1,0,1,81
40347369967,1,1,0,77
87938741964,1,1,3,2
31178521214,1,0,1,17
5506933889,1,0,0,37
95070113631,1,1,2,37
99027752547,1,0,0,36
15896182911,1,0,1,3
27255224409,0,1,1,15
47539663135,1,0,3,66
23363922619,1,0,2,24
73391294125,0,1,2,68
75877353418,1,1,3,29
27283083117,1,1,1,36
60988020967,1,1,3,17
86816538528,1,1,1,11
33621260766,0,1,1,11
64546176725,0,0,2,26
85906846529,1,0,0,37
7842984905,1,1,2,11
72548935400,0,0,0,7
60828746682,0,0,1,43
77640313306,1,1,2,6
93742324162,1,1,2,50
40409908544,1,0,3,14
50748230388,0,1,0,24
43905653236,0,1,0,48
62288295953,0,1,3,32
53466483355,0,1,1,75
71934670597,0,1,0,46
9840823164,1,0,2,66
64765919109,1,1,0,64
94927996307,0,1,2,57
33592945838,1,1,0,63
96296355318,0,1,1,58
14410138682,0,1,0,28
9856335830,1,0,3,22
47580726761,1,1,0,61
81143479970,0,0,1,62
7869076586,0,1,0,74
1725839648,1,1,2,43
75108683844,1,1,3,35
15689340102,0,1,3,14
81953232016,0,1,1,31
69472880827,0,0,2,58
49950879134,1,1,3,68
9263472278,1,1,1,27
54776763395,0,0,2,44
22189538105,0,0,1,49
84316914275,0,1,2,1
70433235267,0,0,0,60
18710030023,1,1,3,21
4883461514,1,0,1,42
76206606682,0,1,1,14
11637639241,0,1,0,57
10572061766,1,1,0,51
74500039859,1,1,2,17
37678022960,1,1,0,22
1728438417,1,0,1,70
66365614298,1,1,3,66
43353721736,0,0,0,25
40596628283,1,0,3,75
98532183131,1,1,0,53
69619684297,0,1,1,13
25269732615,0,0,1,31
2474613887,0,0,3,81
88994783645,1,0,3,76
70475746315,1,0,1,22
81018342634,0,1,1,38
64205679909,0,0,1,25
41944944594,0,0,2,71
31300566545,0,0,1,36
76291871725,1,1,3,26
40430497281,1,0,0,51
81082140100,0,1,1,55
95722290068,0,1,2,32
72345865111,0,1,2,57
31923727276,0,0,1,58
66575423174,0,0,1,29
47902848881,0,1,2,41
14124640231,1,1,1,14
52700377274,0,1,2,66
65134622021,0,1,1,20
67178441293,1,0,2,26
32417383738,1,0,1,59
36243784254,1,1,3,11
5320539060,0,0,2,25
6017747888,1,0,2,56
35615534930,0,1,0,74
489583720,1,1,2,47
90220859064,1,1,0,11
23105771334,0,0,2,41
52954317167,1,1,1,40
88700499258,0,1,0,68
13544141229,1,0,0,8
88101862901,1,1,0,38
55840997340,1,0,0,79
62929679946,0,0,0,47
76345098027,1,1,3,16
19658687365,1,0,0,9
21919924417,1,0,1,7
7454396706,0,1,3,18
93309198198,0,0,3,51
36771290109,1,1,3,18
12372953909,0,1,2,76
35974852121,0,1,1,6
90328390332,0,0,0,13
39124001141,0,1,2,12
76519939395,0,1,0,14
40867819951,0,0,0,21
36163525273,1,0,2,28
65183268243,1,0,2,27
31657384778,1,0,1,27
32834951433,1,1,2,3
99257900951,1,0,1,5
50442143557,1,1,1,54
70907167290,1,1,1,24
90138095786,0,0,1,65
36571202816,1,1,2,16
8411848723,1,1,1,27
93552086011,1,0,3,4
6309810468,0,0,2,1
59251996534,0,1,2,29
14188785131,1,0,0,26
32731377709,1,0,2,38
27687730043,0,0,2,68
42952009355,1,0,2,17
27600024354,0,1,2,58
20324731826,0,0,2,26
69515905160,0,0,1,48
53485181116,1,0,3,63
15142594981,1,0,3,1
58807661026,0,0,3,54
53198116981,0,1,1,78
32721864480,0,0,1,58
54614202547,0,1,1,70
10351762724,0,1,3,32
58824850913,0,1,0,57
72294724024,1,0,3,68
13252261555,0,1,1,53
58542952804,1,0,1,62
637518189,1,0,2,7
23906616600,0,0,2,18
33945592051,1,1,1,12
66939215929,0,0,0,40
34237450635,0,0,3,81
61201824923,0,1,0,43
31409180013,1,1,2,13
85953581551,1,1,3,3
68747165138,1,1,0,79
99342641898,1,0,2,44
77988682525,0,0,3,10
98061389274,0,0,3,74
49925961094,0,0,1,8
73673057274,0,0,3,24
95629495495,0,1,0,71
20342785687,0,0,3,73
49616988691,0,1,2,44
9138137947,1,1,1,56
20353373834,1,0,3,73
26941111099,0,0,0,64
7278613243,1,1,1,22
96057792381,0,1,2,17
58544831654,1,0,0,57
39945461522,0,0,0,46
40388386948,0,1,3,25
53558989763,1,0,0,6
55804069509,1,1,0,20
50884111106,0,1,2,32
45027481599,0,1,2,59
816237629,0,1,0,12
16620040567,1,0,2,34
53053260254,1,0,1,57
53144968436,0,0,2,55
99848412770,0,0,1,40
79705869860,1,0,3,56
11427841253,0,1,3,68
17855670214,0,1,2,30
47421859456,0,0,0,1
95007732062,1,0,1,55
95769749551,1,0,0,40
58889997100,1,0,2,56
2256378875,1,1,0,10
59793512414,1,0,0,40
63097397806,1,0,3,47
93508140799,1,0,0,25
56465474361,0,1,0,77
836219128,0,1,3,17
17979626765,1,0,3,80
55257592824,1,0,0,58
15684623183,1,0,3,1
91214601737,1,0,0,6
92295942843,0,1,1,33
93518174767,0,1,1,23
54935563100,0,0,3,63
57469683027,0,1,1,7
7548238630,1,0,0,58
88794992949,0,0,2,72
28376976982,1,1,2,47
86111819466,1,0,0,18
52897313881,1,0,3,24
47864748060,0,0,0,17
52176781211,1,0,2,45
59247825048,1,0,3,13
95918982654,1,1,2,9
92867669715,0,1,1,50
98275021424,1,0,1,65
52179261908,0,0,0,77
92471592297,1,0,2,77
11758500435,0,0,1,21
18719091278,0,0,3,46
51394476746,1,1,3,9
24899319610,1,0,2,9
46471819325,1,0,1,79
11911439739,1,1,1,25
77566686502,0,1,3,21
17612777668,0,0,0,77
93342107941,0,0,3,3
70084906161,0,0,3,23
34034504522,1,1,3,19
1020481726,1,0,0,69
80664694637,1,0,1,7
74365564189,1,1,1,63
77388762326,1,0,3,68
1710755174,0,1,3,5
82393094632,0,1,2,49
67556752163,1,0,1,70
31431024924,0,1,3,23
31966971861,0,0,2,31
15837176045,0,0,2,79
10115800767,1,1,0,11
34243388923,1,1,2,17
8055738713,0,0,3,21
62811706037,0,0,1,13
85599121972,0,0,3,38
30216389140,1,0,1,66
5104323353,1,1,0,57
1991341849,1,1,1,26
77901104950,1,1,2,79
54732628111,0,1,1,36
45330140250,1,0,0,32
35740684989,1,0,1,37
14345914306,1,1,3,71
759817910,0,0,1,72
99449919220,0,1,2,14
90015392948,1,0,0,33
82380216684,1,1,1,18
41511754149,0,1,3,54
80041821807,1,0,3,28
62849339683,0,1,3,3
17423825123,0,0,0,80
66016341275,0,0,1,43
71804997780,0,0,1,2
16723948628,0,1,0,49
50567473359,0,1,3,17
4090125973,0,0,3,57
72212486143,0,0,2,66
14766092121,0,0,1,31
63741239545,1,0,2,81
85629485161,1,1,1,66
59710373742,0,1,2,2
61800839808,1,0,2,23
50602483217,1,1,2,69
23798060172,0,1,2,36
89988404349,0,0,0,43
41538053256,1,1,1,25
22731789651,1,1,0,54
61712915500,1,1,0,51
54487655641,0,1,0,1
9466107466,1,0,0,12
71827604661,1,1,1,35
81500436464,1,1,0,39
